,ARTIST,TITLE,METADATA_URL,IMAGE_LINK,IMAGE_NAME,DESCRIPTION,TIMEFRAME,TECHNIQUE
1665,"GENTILESCHI, Orazio","Sts Cecilia, Valerianus and Tiburtius",https://www.wga.hu/html/g/gentiles/orazio/cecilia.html,https://www.wga.hu/detail/g/gentiles/orazio/cecilia.jpg,web_gallery_ggentilesoraziocecilia.jpg,"The painting depicts the appearance of an angel to Valerianus and Cecilia, a young couple who had been converted to Christianity. Cecilia had taken a vow of chastity and had persuaded her husband to do likewise. Valerianus had suspected her of secretly being in love with his f riend Tiburtius but the angelic apparition allays his doubts while also heralding their approaching martyrdom.",1551-1600,"Oil on canvas, 350 x 218 cm"
1666,"GENTILESCHI, Orazio",St Cecilia and an Angel,https://www.wga.hu/html/g/gentiles/orazio/cecilia1.html,https://www.wga.hu/detail/g/gentiles/orazio/cecilia1.jpg,web_gallery_ggentilesoraziocecilia1.jpg,St Cecilia is the patron saint of music. As such she is usually shown playing a violin or organ. Gentileschi depicts her accompanied by an angel who holds a sheet of music.,1551-1600,"Oil on canvas, 88 x 108 cm"
1667,"GENTILESCHI, Orazio",Landscape with St Christopher,https://www.wga.hu/html/g/gentiles/orazio/christop.html,https://www.wga.hu/detail/g/gentiles/orazio/christop.jpg,web_gallery_ggentilesoraziochristop.jpg,"Orazio Gentileschi was Caravaggio's most sensitive and original follower. He perfected his own startlingly realistic approach to space, luminism, and drama as seen the Landscape with St Christopher painted on copper.",1551-1600,"Oil on copper, 21 x 28 cm"
1668,"GENTILESCHI, Orazio",St Francis Supported by an Angel,https://www.wga.hu/html/g/gentiles/orazio/franci.html,https://www.wga.hu/detail/g/gentiles/orazio/franci.jpg,web_gallery_ggentilesoraziofranci.jpg,"This devotional image of St Francis, dressed in a Capuchin habit, has been associated with Gentileschi's deposition in the libel suit brought by Giovanni Baglione in 1603 against four rival artists, including Gentileschi and Caravaggio. Gentileschi testified that Caravaggio had borrowed from him a Capuchin habit and pair of wings, which quite plausibly can be identified with the costumes in this picture. In the decades immediately following the Council of Trent (1545-63), an increased emphasis was placed on the depiction of the mystical experiences of saints rather than more traditional narrative sequences from their lives.",1551-1600,"Oil on canvas, 126 x 98 cm"
1669,"GENTILESCHI, Orazio",St Francis and the Angel,https://www.wga.hu/html/g/gentiles/orazio/francis.html,https://www.wga.hu/detail/g/gentiles/orazio/francis.jpg,web_gallery_ggentilesoraziofrancis.jpg,"Considered a youthful work of Orazio Gentileschi by most of the critics, the canvas shows a well-known episode from Tommaso da Celano's account of the life of St Francis.",1551-1600,"Oil on canvas, 133 x 98 cm"
1670,"GENTILESCHI, Orazio",Joseph and Potiphar's Wife,https://www.wga.hu/html/g/gentiles/orazio/joseph.html,https://www.wga.hu/detail/g/gentiles/orazio/joseph.jpg,web_gallery_ggentilesoraziojoseph.jpg,"Charles I's success in attracting Northern European painters like Rubens and Van Dyck was not matched in the field of Italian painting. The question of inviting an Italian painter was complicated primarily by the political circumstances and by religious principles. Efforts were made, for example, to attract Guercino and Albani to the English court, but the former declined on the basis that England was officially a Protestant country and that the climate was too inclement, and negotiations with the latter came to nothing. Indeed, a similar situation pertained during the reign of Charles II when the only Italian artist at court was Guercino's nephew, Benedetto Gennari, an inferior painter who worked in England from 1674. Significantly, when Orazio Gentileschi came to England in 1626 his main employer seems to have been Charles I's wife, Henrietta Maria, the daughter of Marie de' Medici, who continued to profess her Catholic faith after her marriage in 1625. For the queen Gentileschi painted the ceiling of the Great Hall in The Queen's House at Greenwich - Allegory of Peace and the Arts under the English Crown (now in Marlborough House, London) - and other important pictures by him are recorded at Greenwich such as The Finding of Moses (given by Charles I to Philip IV of Spain in 1633) and Joseph and Potiphar's Wife. This last, although sold after the king's execution in 1649, was recovered for the Royal Collection at the time of the Restoration and sent to Henrietta Maria in exile in France at Colombes.",1551-1600,"Oil on canvas, 204,9 x 261,9 cm"
1671,"GENTILESCHI, Orazio",Joseph and Potiphar's Wife (detail),https://www.wga.hu/html/g/gentiles/orazio/joseph_d.html,https://www.wga.hu/detail/g/gentiles/orazio/joseph_d.jpg,web_gallery_ggentilesoraziojoseph_d.jpg,,1551-1600,"Oil on canvas, 204,9 x 261,9 cm (whole painting)"
1672,"GENTILESCHI, Orazio",Rest on the Flight into Egypt,https://www.wga.hu/html/g/gentiles/orazio/rest_on.html,https://www.wga.hu/detail/g/gentiles/orazio/rest_on.jpg,web_gallery_ggentilesoraziorest_on.jpg,"The Holy Family at rest accentuates the popular character of the works of the artist's master Caravaggio but in a range of light, enamelled colours.",1551-1600,"Oil on canvas, 158 x 225 cm"
1673,"GÉRARD, François",St Theresa,https://www.wga.hu/html/g/gerard/7theresa.html,https://www.wga.hu/detail/g/gerard/7theresa.jpg,web_gallery_ggerard7theresa.jpg,"In 1819 Chateaubriand's wife conceived the idea of a charitable asylum for distressed noblewomen and priests fallen on hard times. It was christened the Infirmerie Marie-Therese, after the wife of the future Charles X. It was adame Récamier who took the lead in commissioning David's pupil Gérard to paint the princess's patron saint, Theresa of Ávila - most famous for her concept of 'mystic marriage' with God  and presented the picture to the new chapel.",1801-1850,"Oil on canvas, 172 x 93 cm"
1674,"GHERARDI, Cristofano",Conversion of St Paul,https://www.wga.hu/html/g/gherardj/cortona2.html,https://www.wga.hu/detail/g/gherardj/cortona2.jpg,web_gallery_ggherardjcortona2.jpg,"The Company of Jesus commissioned from Vasari a cycle of frescoes for their own oratory in Cortona. (This oratory is now part of the Museo Diocesano.) The cycle, seen in the twelve lunettes on the walls, was intended to show the sacrifices offered by characters of the Old Testament, one on each wall. The cycle ends with the representation on the vault of three episodes from the New Testament, connecting the theme of the transition from the Old to the New Testament. These episodes depict the Transfiguration, the Descent in Limbo, and the Conversion of St Paul.",1501-1550,Fresco
1675,GHERARDO DI GIOVANNI DEL FORA,Pope Martin V Confirming the Privileges of the Hospital,https://www.wga.hu/html/g/gherardo/zpope.html,https://www.wga.hu/detail/g/gherardo/zpope.jpg,web_gallery_ggherardozpope.jpg,"This is a detached fresco, originally painted circa 1473 by Gherardo di Giovanni and said to have been repainted in 1560 by Francesco Brina, from the façade of the Church of Sant'Egidio.",1451-1500,Detached fresco
1676,GHERARDO DI GIOVANNI DEL FORA,St Sebastian,https://www.wga.hu/html/g/gherardo/zsebasti.html,https://www.wga.hu/detail/g/gherardo/zsebasti.jpg,web_gallery_ggherardozsebasti.jpg,,1451-1500,"Tempera on panel, 128 x 61 cm"
1677,GHERARDO DI GIOVANNI DEL FORA,Virgin and Child with the Infant St John the Baptist and the Young St Jerome,https://www.wga.hu/html/g/gherardo/zvirgin.html,https://www.wga.hu/detail/g/gherardo/zvirgin.jpg,web_gallery_ggherardozvirgin.jpg,"Formerly this panel was attributed various members of Domenico Ghirlandaio's circle, since the 1970s it is attributed to Gherardo di Giovanni. Originally the panel was a circular tondo, the present octagonal form is the result of later cutting. In the background St Jerome appears as a penitent in the desert.",1451-1500,"Tempera on wood, 64 x 64 cm"
1678,"GHERARDUCCI, Don Silvestro dei",Assumption of the Virgin,https://www.wga.hu/html/g/gherardu/assumpti.html,https://www.wga.hu/detail/g/gherardu/assumpti.jpg,web_gallery_ggherarduassumpti.jpg,"Don Silvestro dei Gherarducci was a monk of the Camaldolese monastery of Santa Maria degli Angeli. He was a widely famed painter and miniaturist whose work was particularly favoured by Lorenzo de Medici (1449-1492), the Florentine statesman and patron of arts and letters known as Lorenzo the Magnificent. With Don Lorenzo Monaco and Don Simone Camaldolese, Gherarducci made up the most important late medieval school of Florentine painters, and enriched Florentine art with a new decorative colour harmony. Although Don Silvestro is known to have painted a number of altarpieces and devotional panels, he is famed for his work as a manuscript illuminator.",1351-1400,"Tempera on wood, 41 x 27 cm"
1679,"GHERARDUCCI, Don Silvestro dei",Madonna and Child with Sts John Baptist and Paul,https://www.wga.hu/html/g/gherardu/madchild.html,https://www.wga.hu/detail/g/gherardu/madchild.jpg,web_gallery_ggherardumadchild.jpg,,1351-1400,"Tempera on panel, 82 x 78 cm"
1680,"GHERARDUCCI, Don Silvestro dei","Man of Sorrows with the Virgin Mary, St John, and a Donor",https://www.wga.hu/html/g/gherardu/mansorro.html,https://www.wga.hu/detail/g/gherardu/mansorro.jpg,web_gallery_ggherardumansorro.jpg,,1351-1400,"Tempera and gold leaf on panel, 31 x 64 cm"
1681,"GHIRLANDAIO, Davide",St Jerome,https://www.wga.hu/html/g/ghirland/davide/latina1.html,https://www.wga.hu/detail/g/ghirland/davide/latina1.jpg,web_gallery_gghirlanddavidelatina1.jpg,"Between November 1475 and April 1476 Domenico Ghirlandaio and his brother Davide received payments for painting half-figure bust portraits of ancient philosophers and Church fathers, together with inscription ribbons, in the Biblioteca Latina at the Vatican Palace. These paintings were rediscovered in 1967.",1451-1500,Fresco
1682,"GHIRLANDAIO, Davide","Christ Supported by the Virgin, Sts John the Evangelist and Joseph of Arimathea",https://www.wga.hu/html/g/ghirland/davide/pieta.html,https://www.wga.hu/detail/g/ghirland/davide/pieta.jpg,web_gallery_gghirlanddavidepieta.jpg,The background and the sky are characteristic of the artist.,1451-1500,"Tempera on poplar panel, 95 x 81 cm"
1683,"GHIRLANDAIO, Davide",Virgin and Child Enthroned between St Ursula and St Catherine,https://www.wga.hu/html/g/ghirland/davide/virgin_e.html,https://www.wga.hu/detail/g/ghirland/davide/virgin_e.jpg,web_gallery_gghirlanddavidevirgin_e.jpg,"Formerly the painting was attributed to Domenico Ghirlandaio, the brother of the artist.",1451-1500,"Tempera on panel, 65 x 42 cm"
1684,"GHIRLANDAIO, Davide",Virgin and Child,https://www.wga.hu/html/g/ghirland/davide/virgin_f.html,https://www.wga.hu/detail/g/ghirland/davide/virgin_f.jpg,web_gallery_gghirlanddavidevirgin_f.jpg,,1451-1500,"Tempera, oil and gold on panel, rounded top, 81 x 52 cm"
1685,"GHIRLANDAIO, Domenico",St Barbara,https://www.wga.hu/html/g/ghirland/domenico/1early/1cercin1.html,https://www.wga.hu/detail/g/ghirland/domenico/1early/1cercin1.jpg,web_gallery_gghirlanddomenico1early1cercin1.jpg,"The vivid colour of her garments and the different shape of her niche give greater emphasis to the figure of St Barbara, who stands between the two old men, St Jerome and St Antony. She is holding her attribute, a tower, and in contrast to the two other saints is looking directly to us.",1451-1500,Fresco
1686,"GHIRLANDAIO, Domenico",St Jerome,https://www.wga.hu/html/g/ghirland/domenico/1early/1cercin2.html,https://www.wga.hu/detail/g/ghirland/domenico/1early/1cercin2.jpg,web_gallery_gghirlanddomenico1early1cercin2.jpg,"St Jerome, wearing a torn penitential robe, is looking across at St Barbara. His wiry, semi-naked body seems to have been ravaged by the hardships of his hermit life. In his right hand he is holding a stone with which to beat himself. His stance is reminiscent of classical contrapposto, his right foot protruding out of the space of the niche across the painted cornice.",1451-1500,Fresco
1687,"GHIRLANDAIO, Domenico",St Antony,https://www.wga.hu/html/g/ghirland/domenico/1early/1cercin3.html,https://www.wga.hu/detail/g/ghirland/domenico/1early/1cercin3.jpg,web_gallery_gghirlanddomenico1early1cercin3.jpg,"In contrast to his counterpart, St Jerome, St Antony is dressed in a dark monk's habit. He is looking downwards at the figure on which St Barbara is standing. The attributes he is carrying are a book and the T-shaped staff on which he is leaning.",1451-1500,Fresco
1688,"GHIRLANDAIO, Domenico",Madonna and Child with St Sebastian and St Julian,https://www.wga.hu/html/g/ghirland/domenico/1early/3brozzi1.html,https://www.wga.hu/detail/g/ghirland/domenico/1early/3brozzi1.jpg,web_gallery_gghirlanddomenico1early3brozzi1.jpg,"About 1473, Ghirlandaio painted the fresco Madonna and Child with Saints Sebastian and Julian in the church of Sant'Andrea a Brozzi in San Donnino near Florence. It is still disputed whether Ghirlandaio carried out this work, which is in a regrettably poor state of preservation, before or after his work in San Gimignano in about 1475. It is clear that in this Madonna and Child he does not appear to have found his own style yet.",1451-1500,Fresco
1689,"GHIRLANDAIO, Domenico","St Barbara Crushing her Infidel Father, with a Kneeling Donor",https://www.wga.hu/html/g/ghirland/domenico/1early/4barbara.html,https://www.wga.hu/detail/g/ghirland/domenico/1early/4barbara.jpg,web_gallery_gghirlanddomenico1early4barbara.jpg,"This painting is probably the earliest panel painting by Ghirlandaio. There is a close formal connection between this panel and Ghirlandaio's frescoed St Barbara in the church of Sant'Andrea, Cercina, which is considered by most recent scholars to be among his earliest extant works.",1451-1500,"Panel, 68 x 47 cm"
1690,"GHIRLANDAIO, Domenico",St Jerome in his Study,https://www.wga.hu/html/g/ghirland/domenico/3fresco/1jerome.html,https://www.wga.hu/detail/g/ghirland/domenico/3fresco/1jerome.jpg,web_gallery_gghirlanddomenico3fresco1jerome.jpg,"In 1480 Ghirlandaio frescoed in the church of Ognissanti (All Saints) a St Jerome that rivalled the St Augustine which Botticelli had painted there a short time before. This work, which was accomplished with excessive ease, is superficial and full of objects that suffocate and impoverish its impact. The direct comparison with the Botticelli Saint serves merely to underline an unsatisfactory period for Ghirlandaio.",1451-1500,"Fresco, 184 x 119 cm"
1691,"GHIRLANDAIO, Domenico",St Jerome in his Study (detail),https://www.wga.hu/html/g/ghirland/domenico/3fresco/1jerome1.html,https://www.wga.hu/detail/g/ghirland/domenico/3fresco/1jerome1.jpg,web_gallery_gghirlanddomenico3fresco1jerome1.jpg,"In contrast with the St Jerome Ghirlandaio painted in Cercina, this St Jerome is not depicted as a penitent but as the scholarly translator of the Bible.",1451-1500,Fresco
1692,"GHIRLANDAIO, Domenico",St Jerome in his Study (detail),https://www.wga.hu/html/g/ghirland/domenico/3fresco/1jerome2.html,https://www.wga.hu/detail/g/ghirland/domenico/3fresco/1jerome2.jpg,web_gallery_gghirlanddomenico3fresco1jerome2.jpg,,1451-1500,Fresco
1693,"GHIRLANDAIO, Domenico",Stigmata of St Francis,https://www.wga.hu/html/g/ghirland/domenico/5sassett/frescoes/2stigma.html,https://www.wga.hu/detail/g/ghirland/domenico/5sassett/frescoes/2stigma.jpg,web_gallery_gghirlanddomenico5sassettfrescoes2stigma.jpg,"The second scene of the St Francis cycle in the Sassetti Chapel is underneath the Renunciation on the left wall: The Stigmata of St Francis. This event, the most important in the saint's life, encouraged his followers to raise him to messianic heights, for the miracle of the stigmata was the climax of his imitation of Christ. It is noticeable that this central event is not depicted in a prominent location in the chapel. Within the individual scenes of the cycle Ghirlandaio follows the compositional structure of postures of the main figures in Giotto's work, still his compulsory model. But the background proves that the frescoes belong to a new artistic era.",1451-1500,Fresco
1694,"GHIRLANDAIO, Domenico",Stigmata of St Francis (detail),https://www.wga.hu/html/g/ghirland/domenico/5sassett/frescoes/2stigma1.html,https://www.wga.hu/detail/g/ghirland/domenico/5sassett/frescoes/2stigma1.jpg,web_gallery_gghirlanddomenico5sassettfrescoes2stigma1.jpg,"On mount La Verna in the Tuscan province of Arezzo, 1.128 metres above sea level, is a famous monastery founded by St Francis. Ghirlandaio shows a path that leads over a ramp to the gate of this monastery. Beyond the gate we clearly make out the monastery church and a courtyard and well. At the bottom of the hill, two figures are busy by a grotto from which a spring is flowing. Much in Ghirlandaio's picture is reminiscent of real topographic conditions.",1451-1500,Fresco
1695,"GHIRLANDAIO, Domenico",Stigmata of St Francis (detail),https://www.wga.hu/html/g/ghirland/domenico/5sassett/frescoes/2stigma2.html,https://www.wga.hu/detail/g/ghirland/domenico/5sassett/frescoes/2stigma2.jpg,web_gallery_gghirlanddomenico5sassettfrescoes2stigma2.jpg,"Three riders have stopped by a river in order to let their horses drink. They appear to be seeing the vision of St Francis in the distance. This contradicts the legend, which stated that there were no witnesses. In the background is an idealized view of the city of Pisa, which had been conquered by Florence in 1406.",1451-1500,Fresco
1696,"GHIRLANDAIO, Domenico",Obsequies of St Francis,https://www.wga.hu/html/g/ghirland/domenico/5sassett/frescoes/4obsequ.html,https://www.wga.hu/detail/g/ghirland/domenico/5sassett/frescoes/4obsequ.jpg,web_gallery_gghirlanddomenico5sassettfrescoes4obsequ.jpg,This scene is underneath the Test by Fire before the Sultan on the right wall.,1451-1500,Fresco
1697,"GHIRLANDAIO, Domenico",Expulsion of Joachim from the Temple,https://www.wga.hu/html/g/ghirland/domenico/6tornab/61tornab/1expuls.html,https://www.wga.hu/detail/g/ghirland/domenico/6tornab/61tornab/1expuls.jpg,web_gallery_gghirlanddomenico6tornab61tornab1expuls.jpg,The narration of the story of Mary on the left wall of the chapel starts at the bottom at the entrance to the chapel with the Expulsion of Joachim from the Temple.,1451-1500,"Fresco, width 450 cm"
1698,"GHIRLANDAIO, Domenico",Expulsion of Joachim from the Temple (detail),https://www.wga.hu/html/g/ghirland/domenico/6tornab/61tornab/1expuls1.html,https://www.wga.hu/detail/g/ghirland/domenico/6tornab/61tornab/1expuls1.jpg,web_gallery_gghirlanddomenico6tornab61tornab1expuls1.jpg,"In the group at the right Ghirlandaio depicts famous contemporary artists (including himself) who can be identified from the description of Vasari as Alesso Baldovinetti, Bastiano Mainardi, Davide and Domenico Ghirlandaio. ",1451-1500,Fresco
1699,"GHIRLANDAIO, Domenico",Expulsion of Joachim from the Temple (detail),https://www.wga.hu/html/g/ghirland/domenico/6tornab/61tornab/1expuls2.html,https://www.wga.hu/detail/g/ghirland/domenico/6tornab/61tornab/1expuls2.jpg,web_gallery_gghirlanddomenico6tornab61tornab1expuls2.jpg,The man pointing to himself at the right edge of the painting is thought to be a self-portrait of Ghirlandaio.,1451-1500,Fresco
1700,"GHIRLANDAIO, Domenico",Birth of Mary,https://www.wga.hu/html/g/ghirland/domenico/6tornab/61tornab/2birth.html,https://www.wga.hu/detail/g/ghirland/domenico/6tornab/61tornab/2birth.jpg,web_gallery_gghirlanddomenico6tornab61tornab2birth.jpg,"""The second scene is the Nativity of the Virgin, executed with great diligence. Among other remarkable things it contains a window which lights the chamber and actually deceives the beholder..."" (Vasari).",1451-1500,"Fresco, width 450 cm"
1701,"GHIRLANDAIO, Domenico",Birth of Mary (detail),https://www.wga.hu/html/g/ghirland/domenico/6tornab/61tornab/2birth1.html,https://www.wga.hu/detail/g/ghirland/domenico/6tornab/61tornab/2birth1.jpg,web_gallery_gghirlanddomenico6tornab61tornab2birth1.jpg,"""... One of (the women) holds the Child in her arms and makes it laugh by smiling, with a feminine grace truly worthy of a work of this great genius, each figure being distinguished in its various expressions"" (Vasari).",1451-1500,Fresco
1702,"GHIRLANDAIO, Domenico",Birth of Mary (detail),https://www.wga.hu/html/g/ghirland/domenico/6tornab/61tornab/2birth2.html,https://www.wga.hu/detail/g/ghirland/domenico/6tornab/61tornab/2birth2.jpg,web_gallery_gghirlanddomenico6tornab61tornab2birth2.jpg,"In the top left-hand corner, almost unnoticed on the steps, we see Anne and Joachim embrace. This represents the kiss at the Golden Gate, which, through the will of God, made Anne pregnant after years of being barren. Ludovica Tornabuoni, followed by four companions, is walking towards the bed in order to visit the woman who has just given birth. This young girl, who is depicted in profile, is wearing a magnificent brocade garment and standing very upright, like the pillar behind her, unmoving and proud.",1451-1500,Fresco
1703,"GHIRLANDAIO, Domenico",Birth of Mary (detail),https://www.wga.hu/html/g/ghirland/domenico/6tornab/61tornab/2birth3.html,https://www.wga.hu/detail/g/ghirland/domenico/6tornab/61tornab/2birth3.jpg,web_gallery_gghirlanddomenico6tornab61tornab2birth3.jpg,"Standing out from the others in profile is a young woman, almost a girl, wearing gold embroidered brocade, possibly for the first time dressed like a lady and a little embarrassed by the stiffness of the garment and its large, rather long sleeves. It might be Giovanna Tornabuoni, the banker's only daughter.",1451-1500,Fresco
1704,"GHIRLANDAIO, Domenico",Presentation of the Virgin at the Temple,https://www.wga.hu/html/g/ghirland/domenico/6tornab/61tornab/3presen.html,https://www.wga.hu/detail/g/ghirland/domenico/6tornab/61tornab/3presen.jpg,web_gallery_gghirlanddomenico6tornab61tornab3presen.jpg,"On the second level of the left wall, the Presentation of the Virgin and the Marriage of Mary stand side by side.",1451-1500,"Fresco, width 450 cm"
1705,"GHIRLANDAIO, Domenico",Presentation of the Virgin at the Temple (detail),https://www.wga.hu/html/g/ghirland/domenico/6tornab/61tornab/3presen1.html,https://www.wga.hu/detail/g/ghirland/domenico/6tornab/61tornab/3presen1.jpg,web_gallery_gghirlanddomenico6tornab61tornab3presen1.jpg,"Ghirlandaio was more successful in his depiction of the group of three young women on the left than in his depiction of the main events. In them he demonstrated various body postures and hand movements, and it is possible that here he was inspired by classical reliefs of depicting dancers. The women's classical clothing reflects the colours of Mary's garments and repeats the yellow, blue, red, and green  in the garments worn by the old men on the right side.",1451-1500,Fresco
1706,"GHIRLANDAIO, Domenico",Presentation of the Virgin at the Temple (detail),https://www.wga.hu/html/g/ghirland/domenico/6tornab/61tornab/3presen2.html,https://www.wga.hu/detail/g/ghirland/domenico/6tornab/61tornab/3presen2.jpg,web_gallery_gghirlanddomenico6tornab61tornab3presen2.jpg,"In the centre of the painting, Mary as a girl is hurrying up the steps of the Temple carrying a book. Her elderly parents have accompanied her to the bottom of the steps.",1451-1500,Fresco
1707,"GHIRLANDAIO, Domenico",Presentation of the Virgin at the Temple (detail),https://www.wga.hu/html/g/ghirland/domenico/6tornab/61tornab/3presen3.html,https://www.wga.hu/detail/g/ghirland/domenico/6tornab/61tornab/3presen3.jpg,web_gallery_gghirlanddomenico6tornab61tornab3presen3.jpg,The two old men and the semi-naked figure on the right were used by Ghirlandaio to fill an empty space in the composition. But he used this weakness to present the observer with a successful depiction of a male nude who has nothing to do with the event depicted. The wooden flask on the elegantly lit flight of steps reappears in two panel paintings the artist produced of the Adoration (in the Sassetti Chapel and the Uffizi).,1451-1500,Fresco
1708,"GHIRLANDAIO, Domenico",Marriage of Mary,https://www.wga.hu/html/g/ghirland/domenico/6tornab/61tornab/4marria.html,https://www.wga.hu/detail/g/ghirland/domenico/6tornab/61tornab/4marria.jpg,web_gallery_gghirlanddomenico6tornab61tornab4marria.jpg,"On the second level, the Presentation of the Virgin and the Marriage of Mary stand side by side.",1451-1500,"Fresco, width 450 cm"
1709,"GHIRLANDAIO, Domenico",Marriage of Mary (detail),https://www.wga.hu/html/g/ghirland/domenico/6tornab/61tornab/4marria1.html,https://www.wga.hu/detail/g/ghirland/domenico/6tornab/61tornab/4marria1.jpg,web_gallery_gghirlanddomenico6tornab61tornab4marria1.jpg,"On the left stand mainly female observers of the ceremony, discussing the event and pointing things out to each other. Two playing girls are running into the picture from the left, their pendent is the boy dressed in blue coming in  from the right. His colour correspond to that of Mary, and the colour of the girls to that of Joseph. Ghirlandaio has here created a balanced composition based on colour and symmetry.",1451-1500,Fresco
1710,"GHIRLANDAIO, Domenico",Marriage of Mary (detail),https://www.wga.hu/html/g/ghirland/domenico/6tornab/61tornab/4marria2.html,https://www.wga.hu/detail/g/ghirland/domenico/6tornab/61tornab/4marria2.jpg,web_gallery_gghirlanddomenico6tornab61tornab4marria2.jpg,"The men whose rods did not blossom forth as Joseph's did, are breaking their rods in anger and one of them is shaking his fist. They are disappointed that old Joseph of all people should have been chosen instead of them to marry the Virgin. A different mood is created by the laughing faces behind the groom, as well as the musicians with drums and pipes, who are starting up the music for the celebrations.",1451-1500,Fresco
1711,"GHIRLANDAIO, Domenico",Death and Assumption of the Virgin,https://www.wga.hu/html/g/ghirland/domenico/6tornab/61tornab/7death.html,https://www.wga.hu/detail/g/ghirland/domenico/6tornab/61tornab/7death.jpg,web_gallery_gghirlanddomenico6tornab61tornab7death.jpg,"In the final scene, painted in the large pointed tympanum on the left wall of the chapel, two events, the Death and Assumption of the Virgin, are depicted in one picture.",1451-1500,"Fresco, width 450 cm"
1712,"GHIRLANDAIO, Domenico",Birth of St John the Baptist,https://www.wga.hu/html/g/ghirland/domenico/6tornab/62tornab/3birth.html,https://www.wga.hu/detail/g/ghirland/domenico/6tornab/62tornab/3birth.jpg,web_gallery_gghirlanddomenico6tornab62tornab3birth.jpg,The Birth of St John the Baptist and the Zacharias Writes Down the Name of his Son can be found on the second level of the right wall.,1451-1500,"Fresco, width 450 cm"
1713,"GHIRLANDAIO, Domenico",Birth of St John the Baptist (detail),https://www.wga.hu/html/g/ghirland/domenico/6tornab/62tornab/3birth1.html,https://www.wga.hu/detail/g/ghirland/domenico/6tornab/62tornab/3birth1.jpg,web_gallery_gghirlanddomenico6tornab62tornab3birth1.jpg,"The small St John is being breast fed by a young nurse in the foreground, and a servant is already stretching her arms out energetically for him, in order to give the newborn a bath in a green bowl. Behind them, Ghirlandaio has clearly shown the position the mother is lying in under the blankets. Her bed is made the same way that beds are made in Italy to this day - a white linen sheet turned down at the top end over a woollen blanket.",1451-1500,Fresco
1714,"GHIRLANDAIO, Domenico",Birth of St John the Baptist (detail),https://www.wga.hu/html/g/ghirland/domenico/6tornab/62tornab/3birth2.html,https://www.wga.hu/detail/g/ghirland/domenico/6tornab/62tornab/3birth2.jpg,web_gallery_gghirlanddomenico6tornab62tornab3birth2.jpg,"Here a beautiful unknown woman from the donor's immediate circle is looking at us. She is holding a small cloth in her hands, which are elegantly clasped in front of her stomach, and dressed in a gentle pink, a hue picked up in her cheeks. Two women wearing white head-dresses accompany her; the elder is probably the donor's sister, Lucrezia Tornabuoni, who died before the picture was painted. She was the mother of Lorenzo il Magnifico and sister of Giovanni.",1451-1500,Fresco
1715,"GHIRLANDAIO, Domenico",Birth of St John the Baptist (detail),https://www.wga.hu/html/g/ghirland/domenico/6tornab/62tornab/3birth3.html,https://www.wga.hu/detail/g/ghirland/domenico/6tornab/62tornab/3birth3.jpg,web_gallery_gghirlanddomenico6tornab62tornab3birth3.jpg,"The last figure on the right, obviously a maid carrying gifts, is quite agitated, which contrasts with the play of folds and veils in the composed procession of the others. Hers is almost a dance step, and one might well ask why. It could be a deliberate reference to Ghirlandaio's immediate predecessor Filippo Lippi or even some more lively Botticellian inspiration, though it does seem rather forced and somewhat disharmonious in the midst of such calm.",1451-1500,Fresco
1716,"GHIRLANDAIO, Domenico",Preaching of St John the Baptist,https://www.wga.hu/html/g/ghirland/domenico/6tornab/62tornab/5preach.html,https://www.wga.hu/detail/g/ghirland/domenico/6tornab/62tornab/5preach.jpg,web_gallery_gghirlanddomenico6tornab62tornab5preach.jpg,"On the third level there are two frescoes, side by side, that deal with the mission of Saint John the Baptist. In the picture on the right he is preaching, and in the next picture he is baptizing Christ. The same landscape is continued through both scenes, linking them to one another.",1451-1500,"Fresco, width 450 cm"
1717,"GHIRLANDAIO, Domenico",Preaching of St John the Baptist (detail),https://www.wga.hu/html/g/ghirland/domenico/6tornab/62tornab/5preach1.html,https://www.wga.hu/detail/g/ghirland/domenico/6tornab/62tornab/5preach1.jpg,web_gallery_gghirlanddomenico6tornab62tornab5preach1.jpg,,1451-1500,"Fresco, width 450 cm"
1718,"GHIRLANDAIO, Domenico",Coronation of the Virgin,https://www.wga.hu/html/g/ghirland/domenico/6tornab/63tornab/0corona.html,https://www.wga.hu/detail/g/ghirland/domenico/6tornab/63tornab/0corona.jpg,web_gallery_gghirlanddomenico6tornab63tornab0corona.jpg,"The Coronation of the Virgin in the lunette of the window wall is divided into three levels, and in the middle level especially, where the patriarchs sit enthroned on clouds, it is an important precursor of Raphael's Disputa in the Stanza della Segnatura in the Vatican. There is no direct earlier precedent for this presentation of the heavenly hierarchies in different spatial spheres. Ghirlandaio borrowed in his composition from Filippo Lippi's Coronation of the Virgin in Spoleto. (He also borrowed from Spoleto for the lunettes of the side walls.)",1451-1500,Fresco
1719,"GHIRLANDAIO, Domenico",St Dominic Burning Heretical Writings,https://www.wga.hu/html/g/ghirland/domenico/6tornab/63tornab/1heretic.html,https://www.wga.hu/detail/g/ghirland/domenico/6tornab/63tornab/1heretic.jpg,web_gallery_gghirlanddomenico6tornab63tornab1heretic.jpg,"This fresco on the window wall depicts St Dominic burning heretical writings. The two Dominican saints on the window wall of the chapel, Dominic and Peter Martyr, were placed in dramatic settings so that their portraits would match the other narrative compositions.",1451-1500,Fresco
